Code,Quantity,option_id,warehouse_id,opening_stock,cost,expiry,serial
8852023664248,3,2,2,1,37.41,,
8852023664248,23,1,2,1,1.56,,
8852023664224,3,2,2,1,40.6,,
8852023664507,1,2,2,1,19.29,,
8852023664361,1,2,2,1,15.75,,
8852023664200,1,2,2,1,15.75,,
8852023007007,1,2,2,1,23.625,,
8852023665399,4,2,2,1,37.41,,
8852023665887,3,2,2,1,40.6,,
8852023665382,1,2,2,1,19.29,,
8852023665283,10,3,2,1,0.21875,,
8852023665276,1,2,2,1,15.75,,
8852023006925,1,2,2,1,23.625,,
8852023665481,4,2,2,1,37.41,,
8852023664194,1,2,2,1,19.29,,
8852023665467,1,2,2,1,15.75,,
8852023665238,1,2,2,1,15.75,,
8852023006932,1,2,2,1,23.625,,
8852023665511,4,2,2,1,37.41,,
8852023665948,3,2,2,1,40.6,,
8852023004556,1,2,2,1,19.29,,
8852023665504,1,2,2,1,15.75,,
8852023665498,1,2,2,1,15.75,,
8852023006918,1,2,2,1,23.625,,
8852023664255,4,2,2,1,37.41,,
8852023664231,3,2,2,1,40.6,,
8852023664514,1,2,2,1,19.29,,
8852023664378,1,2,2,1,15.75,,
8852023664217,1,2,2,1,15.75,,
8852023006901,1,2,2,1,23.625,,
8852023666549,4,2,2,1,37.41,,
8852023004440,3,2,2,1,40.6,,
8852023006956,1,2,2,1,23.625,,
8852023006864,3,2,2,1,37.41,,
8852023664101,3,2,2,1,37.41,,
8852023665993,2,2,2,1,29.53125,,
8852023665962,1,2,2,1,29.53125,,
8852023003917,1,2,2,1,25.59375,,
8852023003672,4,2,2,1,36.61875,,
8852023009032,4,2,2,1,25.2,,
8852023008936,2,2,2,1,36.61875,,
8852023009056,2,2,2,1,25.2,,
8852023008950,2,2,2,1,36.61875,,
8852023664613,4,2,2,1,63,,
8852023664668,4,2,2,1,57.09,,
8852023664675,6,2,2,1,29.53,,
8852023664675,2,3,2,1,0.62,,
8852023003856,3,2,2,1,68.90625,,
8852023003283,5,2,2,1,53.16,,
8852023664651,6,2,2,1,29.53125,,
8852023003290,5,2,2,1,67.3,,
8852023664170,10,2,2,1,36.61875,,
8852023664170,2,3,2,1,0.762890625,,
8852023006871,1,2,2,1,48,,
8852023006574,6,2,2,1,35.4375,,
8852023006635,3,2,2,1,72.84375,,
8852023666136,1,2,2,1,16.3,,
8852023666273,1,2,2,1,16.3,,
8852023006949,1,2,2,1,23.625,,
