Code,Quantity,option_id,warehouse_id,opening_stock,cost,expiry,serial
8852023664248,40,2,1,1,37.41,,
8852023664224,22,2,1,1,40.6,,
8852023664507,5,2,1,1,19.29,,
8852023664361,24,2,1,1,15.75,,
8852023664200,8,2,1,1,15.75,,
8852023007007,22,2,1,1,23.625,,
8852023665399,63,2,1,1,37.41,,
8852023665887,25,2,1,1,40.6,,
8852023665382,7,2,1,1,19.29,,
8852023665283,25,2,1,1,15.75,,
8852023665276,14,2,1,1,15.75,,
8852023006925,27,2,1,1,23.625,,
8852023665481,60,2,1,1,37.41,,
8852023664194,22,2,1,1,19.29,,
8852023665467,24,2,1,1,15.75,,
8852023665238,26,2,1,1,15.75,,
8852023006932,17,2,1,1,23.625,,
8852023665511,39,2,1,1,37.41,,
8852023665948,46,2,1,1,40.6,,
8852023004556,15,2,1,1,19.29,,
8852023665504,24,2,1,1,15.75,,
8852023665498,18,2,1,1,15.75,,
8852023006918,15,2,1,1,23.625,,
8852023664255,21,2,1,1,37.41,,
8852023664231,28,2,1,1,40.6,,
8852023664514,19,2,1,1,19.29,,
8852023664378,30,2,1,1,15.75,,
8852023664217,24,2,1,1,15.75,,
8852023006901,5,2,1,1,23.625,,
8852023666549,80,2,1,1,37.41,,
8852023004440,13,2,1,1,40.6,,
8852023006956,4,2,1,1,23.625,,
8852023006864,28,2,1,1,37.41,,
8852023664101,87,2,1,1,37.41,,
8852023665993,12,2,1,1,29.53125,,
8852023665962,20,2,1,1,29.53125,,
8852023003917,16,2,1,1,25.59375,,
8852023003672,22,2,1,1,36.61875,,
8852023009032,7,2,1,1,25.2,,
8852023008936,18,2,1,1,36.61875,,
8852023009056,2,2,1,1,25.2,,
8852023008950,35,2,1,1,36.61875,,
8852023664613,167,2,1,1,63,,
8852023664668,54,2,1,1,57.09,,
8852023664675,153,2,1,1,29.53,,
8852023003856,22,2,1,1,68.90625,,
8852023003283,28,2,1,1,53.16,,
8852023664651,76,2,1,1,29.53125,,
8852023003290,87,2,1,1,67.3,,
8852023664170,129,2,1,1,36.61875,,
8852023006871,48,2,1,1,48,,
8852023006574,34,2,1,1,35.4375,,
8852023006635,16,2,1,1,72.84375,,
8852023666136,29,2,1,1,16.3,,
8852023666273,23,2,1,1,16.3,,
8852023666211,10,2,1,1,0,,
8852023006949,6,2,1,1,0,,
